date,article_count,avg_sentiment,sentiment_std,sentiment_min,sentiment_max,avg_engagement,engagement_std,unique_sources,unique_categories,pct_political,pct_economic,pct_infrastructure,pct_tourism,sentiment_velocity,sentiment_acceleration
2022-12-25,50,-0.041834865640025504,0.26060067637240514,-0.5469970062129912,0.47795889947507325,467.16,349.86465954708825,7,12,0.1,0.06,0.1,0.1,-0.07028598140715953,-0.1227010532449002
2022-12-26,50,0.04800716560763771,0.23866098303401254,-0.4702081525938343,0.5367209149606669,588.48,423.4813558771038,7,12,0.06,0.06,0.12,0.06,0.08984203124766321,0.16012801265482274
2022-12-27,50,-0.05098111777961017,0.23123104499014374,-0.5010414909290468,0.5338587476181114,648.44,479.60992483475576,7,11,0.04,0.1,0.1,0.18,-0.09898828338724788,-0.1888303146349111
2022-12-28,50,-0.060337650150874875,0.27305328323138145,-0.6394880881891477,0.5533041920463396,584.96,450.32536808718334,7,12,0.08,0.12,0.06,0.12,-0.009356532371264707,0.08963175101598317
2022-12-29,50,-0.002521454186857941,0.2720480144184268,-1.0,0.5754325193530143,504.8,430.6677776359378,7,11,0.12,0.1,0.1,0.08,0.057816195964016937,0.06717272833528165
2022-12-30,50,-0.01267942127245917,0.2668434444217441,-0.6254277391468124,0.436546949836206,560.68,559.5508198546402,7,12,0.1,0.08,0.14,0.1,-0.010157967085601228,-0.06797416304961816
2022-12-31,50,-0.010270326668302233,0.2827051422463155,-0.6413495475941435,0.5243076242737051,591.9,548.5432377429051,7,12,0.12,0.08,0.1,0.08,0.002409094604156937,0.012567061689758165
2023-01-01,50,0.011469409150882216,0.22872983732927102,-0.40112556005212674,0.5138410279406809,634.46,508.67106608238265,7,12,0.12,0.1,0.04,0.18,0.02173973581918445,0.019330641215027512
2023-01-02,50,-0.08248301085421536,0.26761992061547835,-0.6341570964213543,0.4744114112223302,579.04,376.2936304623434,7,12,0.08,0.12,0.06,0.06,-0.09395242000509757,-0.11569215582428202
2023-01-03,50,-0.03156097724687726,0.25899217107268535,-0.49095376212423514,0.47985235548586724,469.44,333.66414496114663,7,12,0.18,0.06,0.06,0.1,0.0509220336073381,0.14487445361243567
2023-01-04,50,0.019986332580451686,0.22526499349457044,-0.43508094778620426,0.45618854272250137,535.32,404.044473203793,7,12,0.14,0.06,0.14,0.14,0.05154730982732894,0.000625276219990839
2023-01-05,50,0.018512905558621465,0.25325832406267285,-0.6632369466563829,0.5847388999044907,558.5,392.4126966470325,7,12,0.14,0.06,0.08,0.08,-0.001473427021830221,-0.05302073684915916
2023-01-06,50,-0.03698674649310835,0.23765357746919516,-0.4928804314999478,0.4788308472621605,479.4,364.407486649946,7,12,0.06,0.06,0.14,0.1,-0.05549965205172981,-0.054026225029899594
2023-01-07,50,0.05475838654076157,0.28292279059151426,-0.6251577886434285,0.6199264614768262,577.02,627.247485252115,7,11,0.1,0.0,0.14,0.1,0.09174513303386991,0.14724478508559974
2023-01-08,50,0.054063017903148484,0.2416672986605835,-0.42957498496886093,0.6583462149121069,521.38,473.3711444608376,7,11,0.24,0.08,0.1,0.14,-0.0006953686376130822,-0.09244050167148299
2023-01-09,50,0.020052775562620518,0.2642359396678261,-0.6252328558732779,0.5015734125912172,781.3,601.7890080452464,7,12,0.08,0.14,0.04,0.06,-0.03401024234052796,-0.03331487370291488
2023-01-10,50,-0.028213452888917065,0.2109606100675793,-0.44050940420407925,0.3993935561894412,595.12,491.4089132280773,7,12,0.1,0.1,0.14,0.1,-0.04826622845153758,-0.014255986111009616
2023-01-11,50,-0.0013007339649964656,0.2325832586475196,-0.4658388102598042,0.47460308906468684,537.04,425.2372187907568,7,10,0.14,0.12,0.14,0.02,0.0269127189239206,0.07517894737545817
2023-01-12,50,0.03689282699217072,0.33403701458588175,-0.5418560416811944,0.7502527968382753,621.1,414.1146568036344,7,12,0.14,0.14,0.14,0.12,0.03819356095716718,0.011280842033246582
2023-01-13,50,0.005853585653254622,0.2601863012743527,-0.5294154976026548,0.7358119975202899,660.32,471.3664218773643,7,12,0.08,0.14,0.04,0.08,-0.031039241338916095,-0.06923280229608328
2023-01-14,50,0.030316550516006253,0.2620331644457117,-0.5108405451678619,0.527753868234974,480.54,350.3827184490627,7,12,0.1,0.14,0.12,0.12,0.02446296486275163,0.05550220620166772
2023-01-15,50,-0.022451888088615743,0.27516343813434063,-0.6166580939223227,0.5757150306094476,575.08,513.8945274140623,7,12,0.06,0.06,0.16,0.12,-0.05276843860462199,-0.07723140346737362
2023-01-16,50,-0.033074277826944644,0.2678991716861607,-0.6103382930232732,0.5387243315336008,565.46,415.26152123741036,7,12,0.14,0.1,0.14,0.12,-0.010622389738328901,0.04214604886629309
2023-01-17,50,-0.015000013862339377,0.27325239820685804,-0.6084266960215032,0.44168432452389955,506.08,424.49806326329184,7,11,0.1,0.08,0.06,0.1,0.018074263964605267,0.028696653702934168
2023-01-18,50,-0.0008505651186770757,0.25807267709355786,-0.5141983660912326,0.45787052529175115,427.04,387.67638302994897,7,12,0.08,0.06,0.12,0.14,0.0141494487436623,-0.003924815220942967
2023-01-19,50,-0.06023913224941774,0.23274853350111074,-0.7271186296767188,0.44700967384690143,651.12,459.84228174628817,7,12,0.08,0.16,0.08,0.12,-0.059388567130740665,-0.07353801587440296
2023-01-20,50,0.003079990437168507,0.27425049854582745,-0.516586125530923,0.6176501369661349,623.66,491.0538691925556,7,12,0.1,0.1,0.1,0.12,0.06331912268658624,0.12270768981732691
2023-01-21,50,-0.02245647778385346,0.2341187256686581,-0.6013076394797602,0.5220291964182338,521.58,370.14388211800525,7,11,0.08,0.2,0.12,0.08,-0.025536468221021968,-0.08885559090760821
2023-01-22,50,0.08022876397999887,0.2749093997413468,-0.324034055328854,0.8116805854963329,623.76,539.0231739367208,7,12,0.06,0.16,0.06,0.02,0.10268524176385233,0.12822170998487428
2023-01-23,50,0.03783721722076425,0.2301912337895818,-0.43896277191495003,0.6817808560997162,558.54,367.1366430824871,7,11,0.08,0.16,0.14,0.14,-0.04239154675923462,-0.14507678852308695
2023-01-24,50,0.08078737979182399,0.2804818170955678,-0.6091596282956007,0.6955207840221013,644.8,664.2496457181852,7,12,0.08,0.06,0.08,0.18,0.04295016257105974,0.08534170933029436
2023-01-25,50,0.07695443170100956,0.2427061085953115,-0.37286214728917977,0.47272699824155723,561.9,381.8467076763466,7,12,0.06,0.12,0.1,0.1,-0.003832948090814428,-0.04678311066187417
2023-01-26,50,-0.010976758821187116,0.27278209319538815,-0.4968487870089653,0.6157579721589322,618.88,500.2700756305823,7,12,0.1,0.14,0.1,0.06,-0.08793119052219668,-0.08409824243138225
2023-01-27,50,-0.0019613934722477657,0.26388390487365065,-0.6339537905759562,0.5859414608928722,536.94,389.36365720367434,7,12,0.2,0.08,0.08,0.06,0.00901536534893935,0.09694655587113603
2023-01-28,50,-0.014679326097284904,0.2881927559871606,-0.7254461973490642,0.6457155482984357,575.68,368.70487285267353,7,12,0.08,0.12,0.04,0.06,-0.012717932625037138,-0.02173329797397649
2023-01-29,50,0.014651413042152353,0.2870741200011444,-0.7036599482396071,0.6276164064661107,575.86,528.7567632606485,7,12,0.06,0.18,0.08,0.14,0.029330739139437255,0.042048671764474396
2023-01-30,50,-0.01170925718952828,0.24813540159093453,-0.47477500779810644,0.4538075779908897,573.06,451.50945975128576,7,12,0.1,0.16,0.14,0.1,-0.026360670231680632,-0.055691409371117884
2023-01-31,50,0.03307724251811735,0.24789035743134127,-0.3343476053445707,0.73502232824048,495.8,459.1553025249025,7,11,0.1,0.0,0.12,0.14,0.04478649970764563,0.07114716993932627
2023-02-01,50,0.06111096239559231,0.22203405635294354,-0.4208637235581842,0.5761551299441083,563.96,401.57084209948533,7,12,0.08,0.08,0.12,0.16,0.02803371987747496,-0.01675277983017067
2023-02-02,50,-0.054404154604264884,0.21574126815730293,-0.4375655410978777,0.39123876219898635,599.02,480.51776878951,7,12,0.14,0.08,0.04,0.08,-0.1155151169998572,-0.14354883687733216
2023-02-03,50,-0.040053578181624375,0.29763868772623314,-0.5890150176489943,0.5857467368288154,494.84,401.1495400338729,7,12,0.12,0.02,0.06,0.12,0.01435057642264051,0.1298656934224977
2023-02-04,50,-0.038655667918874155,0.2834810969175183,-0.5985081151553029,0.5046673652382172,552.5,493.3013422703351,7,11,0.08,0.12,0.06,0.1,0.0013979102627502196,-0.01295266615989029
2023-02-05,50,0.047109104740619544,0.20829304140822677,-0.3738833558381258,0.5570708761924865,674.08,505.50140152009027,7,12,0.06,0.08,0.08,0.18,0.0857647726594937,0.08436686239674349
2023-02-06,50,-0.008283018350792808,0.2500318211259628,-0.7288484798530146,0.7942883974424317,768.52,728.829232819489,7,12,0.1,0.06,0.04,0.06,-0.05539212309141235,-0.14115689575090606
2023-02-07,50,-0.0007739115853861201,0.2649562138840284,-0.5591314042125737,0.5449587584900627,604.96,448.6219698551718,7,12,0.12,0.14,0.06,0.1,0.0075091067654066875,0.06290122985681904
2023-02-08,50,-0.004716455714693849,0.29055224379093486,-0.5818232176358826,0.6708664974068196,619.98,415.2089461699879,7,12,0.14,0.08,0.08,0.14,-0.003942544129307729,-0.011451650894714416
2023-02-09,50,0.040663015726460874,0.25897574710672294,-0.6414532987257435,0.649616521367151,579.38,388.70863596461214,7,12,0.06,0.08,0.22,0.06,0.04537947144115472,0.04932201557046245
2023-02-10,50,-0.012437780716051889,0.3105063163350489,-0.6967600716523196,0.6434163281971435,636.46,527.6151275855754,7,12,0.06,0.1,0.1,0.08,-0.05310079644251276,-0.09848026788366748
2023-02-11,50,0.012297852583111201,0.2880599227164387,-0.5250525604962979,0.8051085969859626,574.62,460.0184951916252,7,12,0.14,0.06,0.08,0.06,0.02473563329916309,0.07783642974167584
2023-02-12,50,0.0343264278973594,0.2514560168132679,-0.4935541775074285,0.5336790174521502,479.84,272.8912738563452,7,12,0.14,0.1,0.04,0.12,0.0220285753142482,-0.0027070579849148915
2023-02-13,50,-0.0483084142743018,0.2741848139175847,-0.5457270859541562,0.48231064006194174,487.88,442.11655310631863,7,12,0.04,0.14,0.12,0.02,-0.0826348421716612,-0.1046634174859094
2023-02-14,50,0.029917325155676164,0.273187746232371,-0.5675078521624655,0.5770413069028255,617.58,433.5756455431546,7,12,0.1,0.1,0.2,0.14,0.07822573942997796,0.16086058160163916
2023-02-15,50,0.02607719805043414,0.2399885391571062,-0.4620129237978683,0.6998561642877772,613.86,701.0254299733982,7,12,0.12,0.06,0.04,0.24,-0.0038401271052420256,-0.08206586653521998
2023-02-16,50,0.008505522876280381,0.2627114852502197,-0.5026094313161285,0.5900394177419596,533.5,473.1984202192133,7,12,0.22,0.06,0.06,0.08,-0.017571675174153756,-0.01373154806891173
2023-02-17,50,0.014464092905794286,0.2816757499855855,-0.5910716668026923,0.5389797506861588,616.02,583.5165559094345,7,12,0.1,0.14,0.08,0.14,0.005958570029513905,0.02353024520366766
2023-02-18,50,-0.020659050431865528,0.25208873741435733,-0.5020466299282299,0.6965174070983284,495.02,346.7282350481308,7,12,0.12,0.08,0.18,0.06,-0.03512314333765981,-0.041081713367173714
2023-02-19,50,0.014892483609054675,0.2739464941191624,-0.5891581695903935,0.5246326131464827,562.06,550.3095384992571,7,12,0.14,0.1,0.06,0.1,0.0355515340409202,0.07067467737858002
2023-02-20,50,0.006320935933506251,0.2304904953625768,-0.38177919431155233,0.6530663122950453,647.32,456.843359034448,7,12,0.06,0.16,0.04,0.08,-0.008571547675548423,-0.04412308171646862
2023-02-21,50,0.03459378545306853,0.24130837425603444,-0.46047185650514993,0.4587128235791289,573.08,480.7664730746655,7,12,0.1,0.12,0.16,0.1,0.028272849519562278,0.0368443971951107
2023-02-22,50,0.07173428472208186,0.25691089932394146,-0.5950847601002924,0.6192067664647369,512.2,406.51324751865496,7,12,0.1,0.06,0.06,0.16,0.03714049926901333,0.008867649749451055
2023-02-23,50,0.04527381628150417,0.2719577123826669,-0.5036287804219037,0.5606805687281025,706.78,515.6474547120546,7,12,0.08,0.08,0.08,0.08,-0.026460468440577693,-0.06360096770959103
2023-02-24,50,-0.027994108827710962,0.22927590216487476,-0.5948787099438677,0.367647805463412,654.44,542.3389692351273,7,12,0.04,0.12,0.12,0.08,-0.07326792510921513,-0.04680745666863744
2023-02-25,50,-0.001298562260074032,0.29374740255424053,-0.692823267974366,0.5793239658135918,586.3,460.4161937080096,7,12,0.12,0.1,0.08,0.12,0.02669554656763693,0.09996347167685207
2023-02-26,50,0.036194060946962654,0.3281849290182784,-0.6584235024746002,0.7544497905054053,531.58,456.01692100721215,7,12,0.14,0.06,0.1,0.04,0.03749262320703669,0.010797076639399758
2023-02-27,50,-0.026230007033477463,0.29395770563143636,-0.663775762373817,0.5446024486305729,691.16,581.1009031070566,7,12,0.12,0.06,0.06,0.1,-0.06242406798044012,-0.09991669118747681
2023-02-28,50,0.03658032120338541,0.310594163730457,-0.6194206424175766,0.6399966762579372,637.18,458.9972073188797,7,12,0.16,0.08,0.1,0.1,0.06281032823686288,0.12523439621730298
2023-03-01,50,0.010944101475011219,0.28224306521488296,-0.6023841167180823,0.7764563219740406,669.94,525.1623814962145,7,12,0.08,0.06,0.12,0.06,-0.025636219728374193,-0.08844654796523707
2023-03-02,50,0.005273047589956725,0.24519257476588777,-0.5361491712134836,0.5239991671825313,588.22,495.587480281983,7,12,0.06,0.04,0.06,0.08,-0.005671053885054494,0.0199651658433197
2023-03-03,50,0.020558733175396356,0.2637340187425713,-0.4371371216237219,0.6143644270343623,746.8,583.9010959023099,7,12,0.12,0.08,0.04,0.12,0.015285685585439631,0.020956739470494125
2023-03-04,50,0.048871097861024004,0.2791236852632253,-0.46121404915791464,0.6429709189495951,510.8,423.44688605080387,7,12,0.08,0.16,0.12,0.1,0.028312364685627648,0.013026679100188017
2023-03-05,50,-0.0007494789368212851,0.23532379027302902,-0.49416677034811934,0.4947115059907468,550.68,440.6465768779848,7,11,0.14,0.1,0.12,0.04,-0.04962057679784529,-0.07793294148347293
2023-03-06,50,-0.022739797205450253,0.2483619012898155,-0.542823872581796,0.6197240912209034,585.6,502.43915257552965,7,11,0.16,0.18,0.12,0.04,-0.021990318268628968,0.02763025852921632
2023-03-07,50,-0.04605063025760618,0.26883938048903405,-0.49283168501318064,0.6183303719033695,592.22,483.46830679318515,7,11,0.08,0.12,0.1,0.2,-0.02331083305215593,-0.0013205147835269604
2023-03-08,50,-0.004957137020882061,0.2559515755689986,-0.6425243354538149,0.9593343084021326,619.06,526.421202119383,7,12,0.12,0.04,0.14,0.2,0.04109349323672412,0.06440432628888004
2023-03-09,50,-0.012630150583328757,0.277423269401727,-0.514420860126398,0.590744391226648,549.0,449.9284296826938,7,11,0.08,0.06,0.2,0.1,-0.007673013562446695,-0.048766506799170814
2023-03-10,50,-0.00636446507735291,0.27136583964172223,-0.6412189727177315,0.60378642763023,614.2,615.0391724707212,7,12,0.12,0.08,0.04,0.18,0.006265685505975846,0.01393869906842254
2023-03-11,50,-0.06638431929053269,0.22965055094681902,-0.5581854266941372,0.4548568310607449,592.62,532.6586336482306,7,12,0.12,0.12,0.1,0.12,-0.060019854213179784,-0.06628553971915563
2023-03-12,50,-0.00904242995513671,0.26980790279215894,-0.5359471749275727,0.6511204938586136,605.66,377.5939191182798,7,12,0.06,0.22,0.1,0.16,0.05734188933539598,0.11736174354857576
2023-03-13,50,-0.04143846440425463,0.22587280429861098,-0.48068100250204976,0.3899423623515178,666.98,497.53069805812396,7,12,0.08,0.06,0.1,0.04,-0.03239603444911792,-0.0897379237845139
2023-03-14,50,-0.015366088527925405,0.2637628348411665,-0.5186269154244811,0.7347873610097708,533.36,364.4230419023854,7,12,0.1,0.12,0.1,0.18,0.026072375876329226,0.05846841032544715
2023-03-15,50,0.047815707790329884,0.27779272617063644,-0.52359808879886,0.658479034492564,749.94,568.7114475832581,7,12,0.08,0.1,0.14,0.06,0.0631817963182553,0.03710942044192607
2023-03-16,50,0.020560883180507417,0.2632504998482056,-0.5710010359451393,0.6730927982998307,549.06,497.26145588634165,7,12,0.08,0.16,0.08,0.14,-0.027254824609822467,-0.09043662092807776
2023-03-17,50,0.009326141298603409,0.2257333890813535,-0.4540283386744114,0.5302005068992239,582.72,511.48675008274074,7,11,0.12,0.1,0.08,0.08,-0.011234741881904008,0.01602008272791846
2023-03-18,50,0.014137566235933794,0.26627602255068067,-0.48206028375937465,0.5212319225890227,580.08,450.48739319604874,7,12,0.1,0.12,0.04,0.08,0.004811424937330385,0.016046166819234393
2023-03-19,50,0.006585274267065977,0.2571160966976778,-0.5296212293328897,0.48716238725728916,678.58,515.5891454819191,7,12,0.06,0.1,0.1,0.08,-0.007552291968867817,-0.012363716906198202
2023-03-20,50,-0.02614667378852693,0.2890182885874792,-0.7192977523112307,0.47205203880723445,508.0,465.8079660380335,7,12,0.1,0.08,0.06,0.12,-0.03273194805559291,-0.025179656086725094
2023-03-21,50,-0.017458314307657537,0.22314061296987664,-0.4495925358657504,0.5410914783525749,518.48,374.0784726143291,7,12,0.14,0.1,0.1,0.04,0.008688359480869393,0.0414203075364623
2023-03-22,50,-0.031683701750972765,0.2337295927294508,-0.4744506466260883,0.49146748181760147,566.1,432.019238517198,7,11,0.08,0.12,0.06,0.18,-0.014225387443315227,-0.02291374692418462
2023-03-23,50,0.07149485623165532,0.3203920275310852,-0.6206852756701167,0.6860412660001092,775.4,692.7074359617735,7,11,0.08,0.06,0.12,0.1,0.10317855798262808,0.1174039454259433
2023-03-24,50,0.0637392917623052,0.25688170951283235,-0.7132684808002023,0.7102036850901963,641.28,480.6245953263868,7,11,0.0,0.12,0.06,0.12,-0.007755564469350121,-0.1109341224519782
2023-03-25,50,0.02035217331978588,0.29318952114542635,-0.5966734267506577,0.5076429237484563,625.44,574.2176278046788,7,12,0.2,0.02,0.12,0.12,-0.043387118442519315,-0.035631553973169194
2023-03-26,50,-0.0015386353312439622,0.2630914132989041,-0.6056169870776453,0.6610606887610295,523.64,415.50386230676213,7,12,0.08,0.12,0.08,0.14,-0.021890808651029842,0.021496309791489473
2023-03-27,50,0.018266715510564233,0.263856110873013,-0.5004745511015741,0.6152945646078678,645.64,546.1378221807446,7,12,0.08,0.14,0.12,0.04,0.019805350841808195,0.04169615949283804
2023-03-28,50,0.007201084025903625,0.2894879707626226,-0.6135459752086039,0.7059977288101331,583.98,517.0087628041971,7,11,0.06,0.04,0.08,0.12,-0.011065631484660608,-0.0308709823264688
2023-03-29,50,0.0425363614771801,0.26661992195276196,-0.5047132885465622,0.598439274354089,558.9,347.9854706091937,7,12,0.16,0.04,0.08,0.12,0.03533527745127648,0.04640090893593709
2023-03-30,50,0.021934916086253076,0.2460059522922375,-0.5367131014741848,0.5511092699627543,579.98,479.6139387091264,7,12,0.12,0.08,0.1,0.04,-0.020601445390927026,-0.05593672284220351
2023-03-31,50,-0.02752028124780212,0.259354838359665,-0.5766395618246433,0.6220561401899979,712.5,536.085176372683,7,12,0.12,0.14,0.04,0.18,-0.04945519733405519,-0.028853751943128166
2023-04-01,50,0.025866504740180273,0.2074645663320355,-0.33483274769552007,0.4402432146570213,400.32,339.75642175306854,7,12,0.02,0.06,0.26,0.1,0.053386785987982396,0.10284198332203759
2023-04-02,50,-0.02174042949888595,0.2788880932162187,-0.5137778979753757,0.6659161269400558,585.24,445.3922627921393,7,12,0.08,0.1,0.12,0.2,-0.04760693423906622,-0.10099372022704861
2023-04-03,50,0.04697513072843254,0.2741143422259936,-0.5769506477946749,0.7239672006376323,740.0,649.4083649675264,7,11,0.12,0.12,0.14,0.08,0.06871556022731849,0.11632249446638471
2023-04-04,50,0.024110786732709437,0.25251682630198585,-0.47129018308412296,0.6784811622038964,599.82,463.0793421681182,7,12,0.12,0.08,0.1,0.1,-0.022864343995723103,-0.0915799042230416
2023-04-05,50,-0.01301532160212705,0.2504744705880308,-0.6551642078059381,0.5130010170181403,604.04,435.57463616867017,7,11,0.18,0.18,0.1,0.1,-0.03712610833483648,-0.01426176433911338
2023-04-06,50,-0.03873868866385672,0.27232705071611635,-0.6231596836315174,0.6000254411360082,705.58,612.4315568589969,7,12,0.02,0.18,0.04,0.04,-0.02572336706172967,0.011402741273106812
2023-04-07,50,0.00410142040771197,0.2934591167764095,-0.5611478021567108,0.6948442369292023,627.0,457.9266940710676,7,12,0.06,0.12,0.14,0.06,0.04284010907156869,0.06856347613329836
2023-04-08,50,0.033457718959258004,0.23156144442248333,-0.35314037517315,0.5873499490580874,638.9,434.1820952512145,7,12,0.08,0.08,0.16,0.02,0.029356298551546034,-0.013483810520022656
2023-04-09,50,0.010536803727407085,0.2659595038410441,-0.7248822913976645,0.7332905990345566,519.8,384.4301905789547,7,12,0.12,0.04,0.1,0.08,-0.02292091523185092,-0.052277213783396954
2023-04-10,50,-0.016681388377567323,0.24070739463169225,-0.45091575013109086,0.5159356717863822,633.28,561.2733351360048,7,12,0.04,0.18,0.04,0.1,-0.027218192104974406,-0.004297276873123486
2023-04-11,50,0.05896200002355664,0.2415509042602615,-0.4182574196808886,0.6827603650020846,466.3,410.86450668942297,7,11,0.14,0.08,0.08,0.2,0.07564338840112397,0.10286158050609838
2023-04-12,50,0.03992362474316333,0.2964171755529267,-0.6255369733291164,0.6019576760587104,709.68,553.6000707797525,7,10,0.08,0.14,0.08,0.08,-0.019038375280393316,-0.09468176368151729
2023-04-13,50,-0.03908007024287832,0.23414101686377703,-0.5146474913031451,0.532111692302663,712.74,544.472439286744,7,12,0.14,0.08,0.04,0.02,-0.07900369498604165,-0.059965319705648334
2023-04-14,50,0.04286000392510227,0.2693281525226252,-0.6654081806455218,0.5415096199922851,613.1,606.8856009603962,7,12,0.04,0.1,0.12,0.18,0.0819400741679806,0.16094376915402225
2023-04-15,50,-0.0053227705446946974,0.23719417481743682,-0.5972362223632363,0.596128953760911,597.44,520.5110973350901,7,11,0.26,0.1,0.04,0.08,-0.04818277446979697,-0.13012284863777757
2023-04-16,50,0.08216054104968301,0.25632129911360196,-0.4385646710595358,0.5725546194009355,649.48,577.321833635137,7,11,0.1,0.06,0.16,0.06,0.08748331159437771,0.13566608606417468
2023-04-17,50,-0.021881142051292782,0.2959182076176205,-0.48359059481471645,0.606470606515914,694.26,620.0256680006013,7,12,0.02,0.12,0.14,0.08,-0.1040416831009758,-0.1915249946953535
2023-04-18,50,0.03742696579760408,0.26645056285041446,-0.658873311413571,0.5828728316105687,605.08,409.9352781170437,7,12,0.02,0.06,0.12,0.14,0.05930810784889686,0.16334979094987265
2023-04-19,50,0.036144594903183676,0.30310363930676115,-0.5563345916170397,0.7934164515600133,608.28,445.1586756771256,7,12,0.08,0.16,0.06,0.16,-0.0012823708944204038,-0.060590478743317265
2023-04-20,50,-0.07204121517557197,0.2592461034059262,-0.7276337000557621,0.4067686628422802,522.56,433.8134725657928,7,12,0.08,0.2,0.14,0.12,-0.10818581007875563,-0.10690343918433523
2023-04-21,50,0.005909557149558537,0.28322281079331296,-0.6728273020641707,0.7206913728558875,521.72,432.2599388028892,7,12,0.08,0.08,0.08,0.06,0.07795077232513051,0.18613658240388614
2023-04-22,50,0.037459950120730744,0.27790508852234463,-0.6034288515801594,0.6868196513441105,541.2,467.3880090678495,7,12,0.06,0.04,0.16,0.08,0.03155039297117221,-0.0464003793539583
2023-04-23,50,0.09257910946889966,0.30056806836084043,-0.7013042080328243,0.7867335834938243,588.22,589.159044048102,7,12,0.04,0.16,0.12,0.12,0.05511915934816892,0.02356876637699671
2023-04-24,50,-0.07348740811651013,0.2885613056526494,-0.6772777068982798,0.6527238205067055,652.72,433.8083391338171,7,12,0.16,0.02,0.14,0.06,-0.1660665175854098,-0.2211856769335787
2023-04-25,50,0.03317731717348248,0.28203948850478644,-0.6634667340740277,0.5555920287948408,607.6,564.6163588252302,7,11,0.04,0.08,0.16,0.08,0.1066647252899926,0.2727312428754024
2023-04-26,50,-0.0038239389666706557,0.2578441110138127,-0.45807250189748977,0.6511740809023325,703.64,535.563207649438,7,11,0.12,0.14,0.12,0.12,-0.037001256140153135,-0.14366598143014575
2023-04-27,50,0.04007150820168895,0.2923046277588261,-0.7492965855524502,0.6991143615165021,559.68,488.6301735777399,7,12,0.08,0.1,0.04,0.1,0.04389544716835961,0.08089670330851274
2023-04-28,50,-0.023770502308982863,0.26865974288097166,-0.546094349406278,0.5618782542483347,508.06,434.8710064431727,7,12,0.14,0.16,0.08,0.08,-0.06384201051067181,-0.10773745767903142
